DÍA 1;;;;;;DÍA 2;;;;;;DÍA 3;;;;;;DÍA 4;;;;;
Medición 1;;;Medición 2;;;Medición 3;;;Medición 4;;;Medición 5;;;Medición 6;;;Medición 7;;;Medición 8;;
=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;;=== REGISTRO ===;;
AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado;AO;Humedad%;Estado
313;64.53;SECO;321;62.21;SECO;292;70.61;MEDIO;304;67.13;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;304;67.13;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;336;57.86;SECO;352;53.23;SECO;355;52.36;SECO;;;
312;64.81;SECO;321;62.21;SECO;293;70.32;MEDIO;304;67.13;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;304;67.13;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;304;67.13;MEDIO;335;58.15;SECO;353;52.94;SECO;357;51.78;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;306;66.55;MEDIO;335;58.15;SECO;352;53.23;SECO;357;51.78;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;305;66.84;MEDIO;336;57.86;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;293;70.32;MEDIO;304;67.13;MEDIO;335;58.15;SECO;353;52.94;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;294;70.03;MEDIO;305;66.84;MEDIO;336;57.86;SECO;353;52.94;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;294;70.03;MEDIO;305;66.84;MEDIO;336;57.86;SECO;353;52.94;SECO;357;51.78;SECO;;;
312;64.81;SECO;322;61.92;SECO;294;70.03;MEDIO;306;66.55;MEDIO;336;57.86;SECO;352;53.23;SECO;357;51.78;SECO;;;
313;64.53;SECO;321;62.21;SECO;294;70.03;MEDIO;305;66.84;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;294;70.03;MEDIO;305;66.84;MEDIO;335;58.15;SECO;352;53.23;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;294;70.03;MEDIO;305;66.84;MEDIO;336;57.86;SECO;352;53.23;SECO;357;51.78;SECO;;;
312;64.81;SECO;322;61.92;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;353;52.94;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;294;70.03;MEDIO;306;66.55;MEDIO;335;58.15;SECO;350;53.81;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;339;57.00;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;305;66.84;MEDIO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;303;67.42;MEDIO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;310;65.39;MEDIO;356;52.07;SECO;;;
313;64.53;SECO;322;61.92;SECO;295;69.74;MEDIO;306;66.55;MEDIO;335;58.15;SECO;316;63.66;SECO;356;52.07;SECO;;;
312;64.81;SECO;321;62.21;SECO;295;69.74;MEDIO;306;66.55;MEDIO;336;57.86;SECO;322;61.92;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;295;69.74;MEDIO;307;66.26;MEDIO;336;57.86;SECO;325;61.05;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;296;69.45;MEDIO;306;66.55;MEDIO;336;57.86;SECO;329;59.89;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;295;69.74;MEDIO;307;66.26;MEDIO;336;57.86;SECO;331;59.31;SECO;356;52.07;SECO;;;
313;64.53;SECO;321;62.21;SECO;296;69.45;MEDIO;307;66.26;MEDIO;336;57.86;SECO;332;59.02;SECO;357;51.78;SECO;;;
313;64.53;SECO;321;62.21;SECO;296;69.45;MEDIO;307;66.26;MEDIO;336;57.86;SECO;333;58.73;SECO;357;51.78;SECO;;;
313;64.53;SECO;321;62.21;SECO;296;69.45;MEDIO;307;66.26;MEDIO;336;57.86;SECO;333;58.73;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;334;58.44;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;306;66.55;MEDIO;336;57.86;SECO;335;58.15;SECO;357;51.78;SECO;;;
312;64.81;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;333;58.73;SECO;357;51.78;SECO;;;
314;64.24;SECO;322;61.92;SECO;;;;306;66.55;MEDIO;336;57.86;SECO;332;59.02;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;330;59.60;SECO;359;51.20;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;328;60.18;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;327;60.47;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;328;60.18;SECO;357;51.78;SECO;;;
312;64.81;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;328;60.18;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;307;66.26;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;357;51.78;SECO;;;
314;64.24;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;309;65.68;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;336;57.86;SECO;329;59.89;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;308;65.97;MEDIO;337;57.57;SECO;330;59.60;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;309;65.68;MEDIO;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;337;57.57;SECO;329;59.89;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;357;51.78;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
314;64.24;SECO;322;61.92;SECO;;;;;;;336;57.86;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
314;64.24;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;329;59.89;SECO;359;51.20;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;337;57.57;SECO;329;59.89;SECO;358;51.49;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;337;57.57;SECO;330;59.60;SECO;359;51.20;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;359;51.20;SECO;;;
314;64.24;SECO;322;61.92;SECO;;;;;;;337;57.57;SECO;330;59.60;SECO;358;51.49;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
313;64.53;SECO;322;61.92;SECO;;;;;;;336;57.86;SECO;329;59.89;SECO;359;51.20;SECO;;;
312;64.81;SECO;323;61.63;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;358;51.49;SECO;;;
314;64.24;SECO;322;61.92;SECO;;;;;;;336;57.86;SECO;330;59.60;SECO;359;51.20;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;337;57.57;SECO;;;;359;51.20;SECO;;;
313;64.53;SECO;323;61.63;SECO;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;336;57.86;SECO;;;;;;;;;
;;;;;;;;;;;;337;57.57;SECO;;;;;;;;;
